	AHR	ARID3A	ARID5B	ARNT	ASCL2	ATF3	ATF4	ATF5	BATF	BATF3	BBX	BCL11A	BHLHE41	CEBPD	CEBPG	CEBPZ	CREB3	CREB3L2	CREM	CUX1	DBP	DDIT3	DNMT1	DNTTIP1	EGR2	EPAS1	ETS2	ETV5	ETV6	FOS	FOXN2	FOXO3	GTF2B	GTF3A	HBP1	HES6	HIF1A	HLX	HMG20A	HMG20B	HMGA1	HMGN3	IRF1	IRF2	IRF3	IRF5	IRF7	IRF8	IRF9	JUN	JUNB	JUND	KLF10	KLF3	KLF6	LCORL	LYL1	MAFB	MAFF	MECP2	MEF2A	MITF	MSANTD3	MSC	MTF1	MXD1	MXD4	NFAT5	NFE2L1	NFE2L2	NFIC	NFKB1	NFKB2	NR1H3	NR3C1	PKNOX1	PLSCR1	POGK	POU2F2	PPARG	RBPJ	REL	RELA	RELB	RREB1	RUNX1	SNAI3	SOX4	SP3	STAT1	STAT2	STAT3	STAT4	STAT5A	TCF4	TCF7L2	TFDP2	TFEB	TFEC	TGIF1	THAP1	TSC22D1	XBP1	XPA	YBX1	YBX3	YY1	ZBTB43	ZEB2	ZHX1	ZNF143	ZNF22	ZNF267	ZNF274	ZNF281	ZNF32	ZNF322	ZNF37A	ZNF385A	ZNF394	ZNF444	ZNF524	ZNF580	ZNF677	ZNF75A	ZNF780A
Tuberculosis		CALM2 CD74 CLEC4E HLA-DRA IFNGR2 STAT1	IFNGR2 IL10RA IL18 IL1B	HLA-DMB IFNGR2 LSP1 MRC1	BID CALM2 CALM3 CTSD IFNGR2 STAT1	BID C3 CALM1 CD14 CD74 CLEC4E CTSS CYCS HLA-DMA HLA-DPA1 HLA-DPB1 HLA-DRA HLA-DRB1 HLA-DRB5 IFNGR1 IL10RA IL18 IL1B TLR2			CLEC4E IL18 STAT1	CALM1 CLEC4E CTSD CYP27B1 IFNGR2 IL10RA IL18 IL1B NFKB1 PLK3 RIPK2 TLR2		CALM2 CD14 CORO1A CYCS CYP27B1 FCGR3A IFNGR1 MRC1 PLK3 STAT1	CYP27B1 FCGR2A LSP1	C3 FCGR1A FCGR3A HLA-DMA IL10RA	CTSS HLA-DRA IFNGR1		CTSD CYP27B1 PLK3	CD74 CYP27B1 LSP1 PLK3 RIPK2 STAT1			CALM1 CALM3 CLEC4E IL18 IL1B LSP1 NFKB1 PLK3	C3 CD14 CLEC7A CTSS HLA-DQB1 HLA-DRA TLR2			C3 CTSS CYCS HLA-DQA1 HSPD1 IFNGR1 IL10RA MRC1		CALM1 CALM3 CD14 CD74 CLEC4E CLEC7A FCGR2A FCGR2B FCGR3A HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5 IFNGR1 IFNGR2 IL18 IL1B LSP1 NFKB1 TLR2	C3 CD14 CTSS CYCS FCGR1A FCGR2B FCGR3A HSPD1 LSP1		CALM2 CALM3 CD14 CD74 CLEC4E CLEC7A CORO1A CTSD FCGR3A HLA-DPA1 HLA-DPB1 HLA-DRA HLA-DRB1 HLA-DRB5 IL10RA IL18 MRC1 STAT1		C3 CALM2 CORO1A CTSS CYCS HLA-DQA1					CALM2 CD14 IFNGR2 IL1B LSP1 TLR2	CD74 CLEC4E HLA-DPA1 HLA-DRB1		CALM1 CD14 FCGR1A FCGR3A HLA-DMA HLA-DQB1 IFNGR1 LSP1	C3 CALM2 CD14 CD74 CLEC4E CTSD CTSS CYCS CYP27B1 FCGR1A FCGR2A FCGR3A HLA-DQA1 HLA-DQB1 HLA-DRB1 HSPD1 IFNGR1 IL10RA IL18 IL1B LSP1 MRC1 TLR2	CALM1 CD14 CORO1A HLA-DMA HLA-DMB IL1B TLR2			CALM3 CD14 CD74 FCGR2B HLA-DPA1 HLA-DRA HLA-DRB1 IFNGR1	CALM2 CYP27B1 HLA-DPA1 HLA-DPB1 HLA-DRB1 HLA-DRB5 MRC1 STAT1				CALM1 CLEC7A FCGR2B	BID CD14 CTSD CYP27B1 FCGR3A IFNGR1 PLK3 STAT1	CTSD FCGR1A FCGR3A PLK3	CYCS HSPD1 IL1B LSP1	CALM2 LSP1 RIPK2	CLEC4E FCGR2A HLA-DMA HLA-DMB HLA-DPA1 HLA-DRB1 IL18 MRC1 NFKB1	CTSD CYCS FCGR1A FCGR3A IFNGR1 PLK3	CTSD CYP27B1 FCGR1A HSPD1 MRC1	CD14 CORO1A CTSD CYCS FCGR2A FCGR3A IFNGR1 MRC1 TLR2	C3 CLEC7A HLA-DPB1 HSPD1		C3 CALM3 CD14 CD74 CTSS CYCS FCGR2A FCGR3A HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5 HSPD1 IFNGR1 IL18 IL1B LSP1 TLR2	BID HLA-DQA1 HLA-DQB1 IFNGR2 LSP1 PLK3 STAT1	CTSD CYP27B1 IFNGR1 PLK3	CALM3 CD14 CTSD HLA-DMA PLK3	FCGR2A HLA-DMB LSP1 PLK3			CALM3 CD74 CLEC7A HLA-DPA1 IFNGR1 IL1B LSP1	CALM1 CTSD CTSS CYCS IFNGR1 PLK3	BID C3 CALM2 CD14 CD74 CTSS CYCS FCGR2A FCGR3A HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DRA HLA-DRB1 IFNGR1 IFNGR2 IL10RA IL18 LSP1 NFKB1 TLR2			BID CALM3 CLEC4E HLA-DQA1 HLA-DQB1 HLA-DRA IFNGR2 LSP1 NFKB1 STAT1	C3 CALM1 CALM3 CD14 CD74 CLEC4E CLEC7A CYCS FCGR2A FCGR2B FCGR3A HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DRA HLA-DRB1 HLA-DRB5 HSPD1 IFNGR1 IL10RA IL18 IL1B LSP1 TLR2	CALM1 CALM3 CD14 CD74 CLEC4E CLEC7A CORO1A FCGR2A FCGR2B HLA-DPA1 HLA-DPB1 HLA-DRA IFNGR2 IL1B LSP1 MRC1 TLR2	BID C3 CALM2 CALM3 CD14 CLEC4E CYCS FCGR2A FCGR2B FCGR3A HLA-DMB HLA-DPB1 HLA-DQA1 HSPD1 IFNGR1 IFNGR2 IL10RA IL18 IL1B LSP1 MRC1 NFKB1 RIPK2 TLR2			BID CALM2 CALM3 CTSD CTSS CYCS FCGR3A HLA-DRA IFNGR1 IFNGR2 IL18 IL1B	C3 CALM2 CLEC4E CORO1A CYCS FCGR2A HLA-DMB HSPD1 IFNGR2 IL10RA IL18 MRC1 RIPK2 STAT1	BID CALM3 CD14 CD74 CLEC7A FCGR2B HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5 IFNGR2 IL1B LSP1 MRC1	CTSS CYP27B1 HLA-DMB PLK3	BID CALM2 CLEC4E CORO1A CTSD CYP27B1 IFNGR2 IL18 MRC1 STAT1		HLA-DMA HLA-DMB	CALM1 CALM3 CD74 HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DRA HLA-DRB1	IL1B LSP1 MRC1	BID CALM1 CALM3 CYP27B1 IFNGR1		BID C3 CALM2 CLEC4E CTSD CYP27B1 FCGR2A HLA-DQA1 IFNGR2 MRC1 PLK3 RIPK2		BID C3 CALM2 IFNGR2 IL1B LSP1 STAT1 TLR2	C3 CALM3 CLEC4E CYP27B1 HLA-DMA HLA-DMB IFNGR2 IL10RA IL18 IL1B MRC1 TLR2	CD14 HLA-DPA1 HLA-DPB1 IFNGR1 IL1B LSP1 MRC1 STAT1	BID CALM2 CLEC4E FCGR2A FCGR3A IL18 MRC1	CLEC7A HLA-DRA MRC1		C3 FCGR3A IFNGR2 IL10RA IL1B NFKB1 TLR2							C3 CALM2 CALM3 CLEC4E CTSD FCGR1A HLA-DMA HLA-DMB IL1B LSP1 STAT1				C3 CALM3 CD74 CORO1A CTSD CTSS CYCS FCGR1A	HLA-DMA IL18 IL1B RIPK2	C3 CYCS HSPD1 IFNGR1			BID CYP27B1 HLA-DMA IFNGR2		CALM1 FCGR1A TLR2	CD14 FCGR2B TLR2			BID CALM2 CLEC4E CTSD IFNGR2 IL10RA IL18	BID CALM2 CALM3 CD74 IFNGR2		CD74 HLA-DMB HSPD1 IL18			
Type_I_diabetes_mellitus				HLA-DMB HLA-E		HLA-A HLA-DMA HLA-DPA1 HLA-DPB1 HLA-DRA HLA-DRB1 HLA-DRB5 IL1B		CD80 HLA-DMB		CD86 HLA-E IL1B												HLA-DQB1 HLA-DRA			CD80 HLA-DQA1 HSPD1		CD80 CD86 HLA-A HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5 IL1B			HLA-A HLA-DPA1 HLA-DPB1 HLA-DRA HLA-DRB1 HLA-DRB5								HLA-DPA1 HLA-DRB1		HLA-DMA HLA-DQB1	CD80 HLA-A HLA-DQA1 HLA-DQB1 HLA-DRB1 HSPD1 IL1B	HLA-DMA HLA-DMB IL1B			HLA-DPA1 HLA-DRA HLA-DRB1	HLA-DPA1 HLA-DPB1 HLA-DRB1 HLA-DRB5 HLA-E	CD86 HLA-A HLA-DMB HLA-E	HLA-DPB1 HLA-DRB5 HLA-E	CD86 HLA-DMA HLA-E				HSPD1 IL1B		CD80 HLA-DMA HLA-DMB HLA-DPA1 HLA-DRB1 HLA-E				HLA-DPB1 HSPD1		CD86 HLA-A HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5 HLA-E HSPD1 IL1B	HLA-DQA1 HLA-DQB1						HLA-DPA1 IL1B		CD80 CD86 HLA-A HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DRA HLA-DRB1 HLA-E			CD80 HLA-A HLA-DQA1 HLA-DQB1 HLA-DRA HLA-E	CD86 HLA-A HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DRA HLA-DRB1 HLA-DRB5 HSPD1 IL1B	CD86 HLA-DPA1 HLA-DPB1 HLA-DRA IL1B	CD80 CD86 HLA-A HLA-DMB HLA-DPB1 HLA-DQA1 HLA-E HSPD1 IL1B			CD80 CD86 HLA-A HLA-DRA IL1B	CD80 HLA-A HLA-DMB HLA-E HSPD1	CD86 HLA-A HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5 IL1B		CD80 HLA-A HLA-E		HLA-DMA HLA-DMB	HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DRA HLA-DRB1				CD80 HLA-A HLA-DQA1 HLA-E		CD80 CD86 HLA-A HLA-E IL1B	HLA-DMA HLA-DMB HLA-E IL1B	CD86 HLA-DPA1 HLA-DPB1 IL1B											CD80 CD86 HLA-DMA HLA-DMB HLA-E IL1B		CD86 HLA-A HLA-E			HLA-DMA IL1B										CD80 CD86 HLA-A			HLA-DMB HSPD1			
Ubiquitin_mediated_proteolysis							TCEB2 TRIM37 UBE2S							MDM2 TCEB1 UBE2D1												TCEB2 TRIM37																							BIRC3 SOCS3 TCEB2 UBE2L6 UBE2S															BIRC3 SOCS3 TCEB2																																																														
Valine,_leucine_and_isoleucine_degradation				ACAT2 IL4I1																	ACAT2 IL4I1																																																				ACAT2 DLD IL4I1																																																					
Vascular_smooth_muscle_contraction																																																																																						CALM1 CALM3																														CALM1 KCNMA1										
Vibrio_cholerae_infection																							ACTB ACTG1					ACTB ACTG1 ATP6V1D				ACTB ACTG1 ATP6V1D																																																ACTB ACTG1 ATP6V1D PRKACB																ACTB ACTG1																	ACTB ACTG1						ACTB ACTG1							
Viral_myocarditis					BID CD40 CD86	BID CCND1 CYCS HLA-A HLA-DMA HLA-DPA1 HLA-DPB1 HLA-DRA HLA-DRB1 HLA-DRB5				CD40 CD55 CD86 HLA-E ICAM1		ACTB CCND1 CD40 CD86 CYCS			CD40 HLA-DRA							HLA-DQB1 HLA-DRA	ACTB ACTG1		ACTG1 CCND1 CD80 CYCS HLA-DQA1		CD55 CD80 CD86 HLA-A HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5 ICAM1	ACTB ACTG1 CCND1 CYCS		ACTG1 HLA-A HLA-DPA1 HLA-DPB1 HLA-DRA HLA-DRB1 HLA-DRB5		ACTB ACTG1 CYCS HLA-A HLA-DQA1		ACTB ACTG1 CCND1 CYCS				HLA-DPA1 HLA-DRB1		ACTG1 HLA-DMA HLA-DQB1	ACTB ACTG1 CCND1 CD80 CYCS HLA-A HLA-DQA1 HLA-DQB1 HLA-DRB1	ACTB ACTG1 CD55 HLA-DMA HLA-DMB	ACTB BID CD40 CD80 HLA-A HLA-DMB ICAM1		HLA-DPA1 HLA-DRA HLA-DRB1	CD40 HLA-DPA1 HLA-DPB1 HLA-DRB1 HLA-DRB5 HLA-E	ACTB CD40 CD55 CD86 HLA-A HLA-DMB HLA-E ICAM1	CD40 HLA-DPB1 HLA-DRB5 HLA-E	CD40 CD86 HLA-DMA HLA-E						CD80 HLA-DMA HLA-DMB HLA-DPA1 HLA-DRB1 HLA-E ICAM1						CCND1 CD55 CD86 CYCS HLA-A HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5 HLA-E	BID HLA-DQA1 HLA-DQB1		CD40 HLA-DMA ICAM1					CCND1 CYCS	BID CCND1 CD40 CD80 CD86 CYCS HLA-A HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DRA HLA-DRB1 HLA-E			BID CD40 CD80 HLA-A HLA-DQA1 HLA-DQB1 HLA-DRA HLA-E ICAM1	ACTB CCND1 CD86 CYCS HLA-A HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DRA HLA-DRB1 HLA-DRB5	CD86 HLA-DPA1 HLA-DPB1 HLA-DRA	BID CCND1 CD40 CD80 CD86 CYCS HLA-A HLA-DMB HLA-DPB1 HLA-DQA1 HLA-E ICAM1	BID CD40 ICAM1		BID CD80 CD86 CYCS HLA-A HLA-DRA ICAM1	ACTB ACTG1 CD80 CYCS HLA-A HLA-DMB HLA-E	BID CD40 CD55 CD86 HLA-A HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5 ICAM1		ACTB ACTG1 BID CD40 CD80 HLA-A HLA-E ICAM1		ACTB HLA-DMA HLA-DMB	HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DRA HLA-DRB1		ACTG1 BID CD40 CD86 HLA-E ICAM1		ACTB BID CD40 CD80 HLA-A HLA-DQA1 HLA-E ICAM1	CD40 CD80 HLA-A ICAM1	BID CD80 CD86 HLA-A HLA-E ICAM1	CCND1 HLA-DMA HLA-DMB HLA-E ICAM1	CCND1 CD55 CD86 HLA-DPA1 HLA-DPB1		ACTB ACTG1 HLA-DRA							ACTG1 CYCS		CD80 CD86 HLA-DMA HLA-DMB HLA-E ICAM1		CD86 HLA-A HLA-E						ACTB ACTG1	BID CD40 HLA-DMA ICAM1					ACTB ACTG1	BID CD80 CD86 HLA-A						
Vitamin_B6_metabolism																																																																																										PDXK PSAT1													PDXK PSAT1																							
Wnt_signaling_pathway																																																															MMP7 PRKACB																																																															
mTOR_signaling_pathway				DDIT4 PRKAA1																																																																																																																										
p53_signaling_pathway						BID CCND1 CDKN1A CDKN2A CYCS GADD45G PMAIP1						CCND1 CD82 CDKN1A CYCS PMAIP1				CDKN1A CYCS MDM2						CDKN1A PMAIP1			CCND1 CCND2 CDKN1A CYCS GADD45B GADD45G			CCND1 CDKN1A CYCS						CCND1 CDKN2A CYCS						CDKN1A CDKN2A PMAIP1	CCND1 CCND2 CYCS GADD45G MDM2 PMAIP1										BID CCND1 CD82 CDKN1A GADD45G PMAIP1					CDKN1A CDKN2A CYCS PMAIP1								CD82 CDKN2A					CCND1 CDKN1A CYCS					CCND1 CCND2 CDKN1A CDKN2A CYCS GADD45G					BID CCND2 CDKN2A CYCS MDM2									BID CD82 CDKN1A CDKN2A PMAIP1	CDKN1A CDKN2A GADD45G	BID CCND2 CD82 CDKN1A GADD45B							CDKN2A MDM2					CCND1 CD82 CDKN1A		CDKN1A CDKN2A							CYCS PMAIP1			BID CD82												
